Organization Name,Industries,Headquarters Location,Estimated Revenue,Operating Status,Founded Date,Investment Stage,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Funding Amount,Growth Category,Growth Confidence,Monthly visit,Monthly Visit Growth,Visit Duration Growth,Patents Granted,Visit Duration
Ram Ltd Solutions,Railways,Rajasthan,$1B to $10B,Active,2022,Series B,Transportation,4,"Ishani Dewan, Oliver Yohannan, Chaaya Mahal, Upadhriti Sahni",51-100,2,Growing,$0 to $1M,High,Medium,134499,857.963551435751,7960.2618894943525,10,1504
Barad Group Technologies,Ayush,Tamil Nadu,$10M to $50M,Active,2017,Series C,Healthcare,1,Patrick Chauhan,1001-5000,0,Early Stage Venture,$5M to $10M,Medium,Low,32986,964.9021052236501,6141.846579905315,8,2113
Ahuja-Sastry Innovations,MSME,Jammu and Kashmir,$50M to $100M,Active,2024,Series A,Small Business,5,"Chameli Ram, Lipika Sani, Yatan Chahal, Wishi Chacko, Megha Gulati",251-500,0,Early Stage Venture,$10M to $50M,Growing,Medium,1198095,235.3791717377261,9381.35230088699,8,2192
"Chadha, Chacko and Rattan Technologies",Electric Vehicle,Maharashtra,$1B to $10B,Active,2018,Series C,Automotive,3,"Tanmayi Vasa, Chakradev Doshi, Arunima Rajagopal",501-1000,1,Early Stage Venture,$1M to $5M,High,High,223389,70.03721145945312,2423.5223919798336,1,296
"Rege, Mohanty and Sibal Solutions",Engineering and Capital Goods,Bihar,$10M to $50M,Active,2024,Series C,Engineering,2,"Yutika Bhasin, Chaaya Ratta",1-10,7,Seed,$100M to $500M,Growing,Low,1030414,617.3086603775687,9148.569246198611,5,1118
"Jhaveri, Salvi and Vig Technologies",Food Processing,Karnataka,$10B+,Active,2019,IPO,Food and Beverage,3,"Advika Kohli, Anvi Sarma, Ikbal Gokhale",251-500,7,Seed,$1M to $5M,Medium,Medium,152521,116.6735449494449,6702.248176005371,1,186
"Sangha, Anne and Mall Pvt Ltd",Electric Vehicle,Nagaland,$1B to $10B,Active,2019,Series C,Automotive,1,Anmol Master,1-10,3,M&A,$10M to $50M,High,High,1320318,-19.506360303930364,2235.787031009243,7,1749
Hegde-Vig Pvt Ltd,Telecommunications,Karnataka,$1B to $10B,Active,2018,IPO,Telecommunications,5,"Zayyan Madan, Nilima Kaur, Aarna Chaudhuri, Aditya Chatterjee, Yasti Jhaveri",1001-5000,6,Growing,$5M to $10M,High,High,1266535,672.662377693286,1872.5013983987606,5,2471
"Bali, Ahuja and Dhar Solutions",Consumer Durables,Arunachal Pradesh,$50M to $100M,Active,2020,Seed,Consumer Goods,3,"Warda Solanki, Vamakshi Sarna, Brijesh Choudhury",51-100,7,Growing,$0 to $1M,High,Medium,836002,222.69689207379787,2649.5205952648344,2,2170
Mane Ltd Labs,Financial Services,Tamil Nadu,$100M to $500M,Active,2021,IPO,Financial Services,1,Advaith Rattan,501-1000,4,Seed,$50M to $100M,Growing,Medium,945939,1039.484784552652,5001.154130207405,0,718
Mall-Chacko Technologies,Manufacturing,Manipur,$50M to $100M,Active,2022,IPO,Manufacturing,4,"Nitesh Sani, Ekani Devi, Dev Parekh, Yahvi Handa",51-100,4,M&A,$10M to $50M,High,High,1014646,1534.2116927885004,3747.0157664049325,3,801
Bhagat Group Technologies,Infrastructure,Arunachal Pradesh,$1M to $10M,Active,2017,Series C,Infrastructure,1,Unnati Warrior,51-100,5,Growing,$5M to $10M,Medium,Low,1199209,3.6112866857952497,3987.015461723581,4,1552
"Mittal, Ramesh and Nadkarni Pvt Ltd",Food Processing,West Bengal,$1M to $10M,Active,2017,IPO,Food and Beverage,3,"Urmi Zachariah, Warhi Roy, Sanya Rattan",1-10,6,Early Stage Venture,$0 to $1M,High,Medium,884481,-5.405952811820768,2297.080011270649,1,474
"Saran, Sule and Ramesh Innovations",Metals and Mining,Meghalaya,$100M to $500M,Active,2018,Series C,Mining,3,"Amaira Bains, Nidra Thaker, Quincy Rajan",51-100,3,Early Stage Venture,$0 to $1M,High,Low,1799604,1629.5560769121832,1247.7689022019379,10,463
Mukhopadhyay-Buch Solutions,Education and Training,Jharkhand,$1M to $10M,Active,2022,Series B,Education,1,Vamakshi Borra,501-1000,6,M&A,$10M to $50M,Medium,Medium,1582874,-6.833819506950718,7788.0183230482935,0,2044
Chaudhary Ltd Technologies,Manufacturing,Jammu and Kashmir,$10B+,Active,2024,Series C,Manufacturing,1,Eta Lad,251-500,3,M&A,$0 to $1M,Medium,High,342081,668.4859379724741,350.2721158081196,10,1144
Chakrabarti Inc Innovations,Healthcare,Telangana,$1B to $10B,Active,2019,Seed,Healthcare,1,Dayamai Bhasin,11-50,1,M&A,$5M to $10M,Growing,Medium,1195108,1163.156490440164,2629.5509724127537,3,1355
"Thakkar, Tank and Bedi Labs",Manufacturing,Telangana,Less than $1M,Active,2019,Seed,Manufacturing,5,"Niharika Toor, Xalak Dyal, Manya Iyer, Darpan Vohra, Inaya Nath",251-500,4,Early Stage Venture,$50M to $100M,Medium,Medium,1868675,1107.0020764167828,2590.899208888941,5,454
Guha and Sons Solutions,Consumer Durables,Haryana,$10M to $50M,Active,2022,Seed,Consumer Goods,1,Nidra Nagar,251-500,5,Growing,$10M to $50M,High,High,1329864,752.9305475905874,3317.946963223287,8,1030
Wable-Borah Pvt Ltd,Power,Odisha,Less than $1M,Active,2022,IPO,Energy,1,Rishi Deo,51-100,4,Growing,$0 to $1M,High,Medium,1729169,1681.467871894856,9059.14762150843,3,1391
Khare-Raj Innovations,Metals and Mining,Kerala,$50M to $100M,Active,2021,IPO,Mining,1,Om Saxena,101-250,5,Seed,$10M to $50M,High,High,8940,1039.5295166929855,6535.950788263215,2,2059
"Mall, Balasubramanian and Iyengar Pvt Ltd",Real Estate,Odisha,$100M to $500M,Active,2019,Series A,Real Estate,1,Ijaya Varkey,51-100,4,M&A,$100M to $500M,High,Low,1679297,1053.2300930741067,5803.102632627873,7,1974
"Padmanabhan, Chanda and Sood Solutions",Roads,Uttar Pradesh,$1M to $10M,Active,2022,Series B,Infrastructure,1,Baghyawati Karpe,11-50,1,Early Stage Venture,$5M to $10M,Growing,Medium,499108,50.97064494488569,84.5713443536842,1,451
"Cheema, Dewan and Bains Labs",Agriculture and Allied Industries,Madhya Pradesh,$1B to $10B,Active,2021,Series B,Agriculture,1,Geetika Narula,1-10,3,Seed,$5M to $10M,High,Medium,608122,161.05663890426575,168.020453322109,9,1646
Chada Inc Technologies,Power,Odisha,$100M to $500M,Active,2022,Series B,Energy,3,"Advay Nagy, Daniel Brar, Charan Roy",51-100,3,M&A,$5M to $10M,Medium,Medium,1344347,1904.3089111049317,1231.6854846625602,6,1946
Morar and Sons Labs,Ayush,Goa,Less than $1M,Active,2020,Series B,Healthcare,5,"Januja Bansal, Jhalak Date, Ronith Palan, Advika Chauhan, Banjeet Mukhopadhyay",11-50,4,Early Stage Venture,$100M to $500M,Growing,Low,1639942,-52.788821437259,4279.878366550431,7,2418
Palla-Anne Labs,Textiles,Uttar Pradesh,$10M to $50M,Active,2022,Series C,Textiles,2,"Xavier Shenoy, William Srinivas",501-1000,2,Seed,$0 to $1M,High,Medium,1456308,255.0730720422867,8192.929383108429,0,1079
Mander-Dani Labs,Automobiles,Goa,$10B+,Active,2021,Series C,Automotive,3,"Meera Lad, Ekaraj Nath, Edhitha Kaur",501-1000,1,M&A,$100M to $500M,High,Medium,1001197,1231.2967843776603,7756.933916534025,7,753
Kapoor-Bains Innovations,Agriculture and Allied Industries,Karnataka,$10B+,Active,2017,Series B,Agriculture,1,Farhan Nigam,251-500,6,Seed,$100M to $500M,Growing,High,1758086,924.4072274451905,8813.085352074211,10,1342
Chauhan-Tank Solutions,Biotechnology,Chhattisgarh,$10M to $50M,Active,2021,Seed,Biotechnology,2,"Charita Naik, Forum Raja",501-1000,2,Early Stage Venture,$5M to $10M,High,Low,142883,1412.5943051245406,6892.536744738461,1,21
"Dash, Bahl and Munshi Innovations",Consumer Durables,Sikkim,Less than $1M,Active,2017,Series B,Consumer Goods,3,"Gauri Sharaf, Janani Rama, Gaurangi Sane",251-500,5,Growing,$100M to $500M,Medium,Medium,574456,1517.4169547909546,8301.588044742617,3,1957
Parikh-Thaman Solutions,FMCG,Punjab,$50M to $100M,Active,2023,Series A,Consumer Goods,1,Daniel Wason,501-1000,2,Early Stage Venture,$50M to $100M,High,Low,210299,83.1393074676395,1438.6540623717765,10,932
Panchal LLC Technologies,Auto Components,Assam,$10B+,Active,2020,IPO,Automotive,4,"Bhavini Bhandari, Manya Agarwal, David Chakraborty, Naksh Pandit",251-500,0,Seed,$100M to $500M,Medium,High,255937,1812.6888766408545,2688.4549112788786,2,2500
Lad-Dua Technologies,Telecommunications,Sikkim,Less than $1M,Active,2018,IPO,Telecommunications,1,Guneet Goyal,11-50,5,Seed,$5M to $10M,Growing,Medium,132087,1172.3154159245714,2727.9354596907483,2,1336
"Srivastava, Sathe and Lanka Technologies",IT & BPM,Punjab,$1B to $10B,Active,2019,IPO,Information Technology,4,"Om Vaidya, Ikshita Butala, Tripti Cheema, Hamsini Bhagat",1-10,4,Growing,$10M to $50M,Medium,Medium,723187,82.37250930728439,533.7743807412764,10,1652
Nori PLC Pvt Ltd,Textiles,Mizoram,$100M to $500M,Active,2023,Series C,Textiles,5,"Omya Doshi, Anika Bajwa, Unnati Bail, Advika Gandhi, Harish Joshi",501-1000,1,Early Stage Venture,$100M to $500M,Medium,Medium,310134,79.46616913712157,6755.835937572637,1,2023
Mody PLC Labs,Manufacturing,Kerala,$10B+,Active,2021,IPO,Manufacturing,5,"Utkarsh Sathe, Anita Halder, Ria Thaker, Nidra Iyer, Vedika Gokhale",501-1000,7,Seed,$5M to $10M,Growing,Low,540441,387.664684477511,568.333387809763,1,1438
Sane-Kumar Innovations,Food Processing,Uttar Pradesh,$100M to $500M,Active,2023,Series B,Food and Beverage,3,"Hemani Goswami, Vrinda Pandit, Dayita Lala",251-500,1,M&A,$1M to $5M,High,Medium,1852982,961.4214291789497,6755.324830830771,5,1185
Aurora-Mani Solutions,Defence Manufacturing,Assam,$10B+,Active,2018,IPO,Defence,1,Ekbal Sood,251-500,0,Growing,$10M to $50M,High,High,1692937,1464.0205306888267,6698.334138795152,9,217
Lalla-Kuruvilla Pvt Ltd,Financial Services,Uttarakhand,$100M to $500M,Active,2017,Series B,Financial Services,3,"Udarsh Tiwari, Balendra Pant, Mahika Uppal",101-250,4,M&A,$50M to $100M,Growing,Medium,1766403,1648.42351742709,5351.7374492175,7,488
"Mohan, Sridhar and Balasubramanian Pvt Ltd",Metals and Mining,Tripura,Less than $1M,Active,2024,Series C,Mining,5,"Reyansh Sant, Abhiram Pall, Om Puri, Advaith Bir, Samuel Sheth",1-10,0,Seed,$100M to $500M,Medium,High,833930,191.39829583275605,4947.460707108059,8,171
Bali-Chanda Innovations,Paper & Packaging,Mizoram,Less than $1M,Active,2021,Seed,Packaging,2,"Yachana Rau, Qasim Subramanian",251-500,2,Growing,$5M to $10M,Growing,High,1960084,909.7538200089464,9096.134525694917,5,2075
"Nigam, Ratti and Ram Pvt Ltd",Medical Devices,Punjab,$10B+,Active,2022,Series B,Healthcare,3,"Indira Sen, Irya Hayer, Christopher Dasgupta",11-50,5,M&A,$0 to $1M,High,Low,192596,588.9890540183202,1867.6560408237617,7,2493
Sahota Inc Solutions,Services,Uttarakhand,$50M to $100M,Active,2019,Series B,Services,3,"Indira Rajan, Sneha Anand, Om Palla",1-10,7,Seed,$50M to $100M,Growing,High,1786739,1217.4903804326896,569.5119193842244,10,2172
"Lall, Bhalla and Soni Solutions",Real Estate,Himachal Pradesh,Less than $1M,Active,2023,Seed,Real Estate,3,"Luke Mall, Ubika Kothari, Alexander Wason",501-1000,4,Early Stage Venture,$50M to $100M,Medium,High,749653,248.87071226114222,849.0322010363763,0,836
Mallick-Guha Solutions,Electric Vehicle,Meghalaya,$10B+,Active,2020,Series B,Automotive,2,"Sai Bhalla, Daksh Sahota",251-500,4,Seed,$100M to $500M,High,Medium,667130,1202.3002807335579,664.1615232625433,9,402
"Gill, Rege and Rai Labs",Real Estate,Chhattisgarh,$1B to $10B,Active,2023,IPO,Real Estate,1,Oliver Sama,251-500,2,M&A,$50M to $100M,Medium,Low,382901,1240.2585384914842,5961.0770909117045,5,617
Dhingra Inc Pvt Ltd,Gems and Jewellery,Odisha,$10M to $50M,Active,2022,Series C,Luxury Goods,1,Tanmayi Chawla,11-50,2,Seed,$50M to $100M,Growing,Medium,1060049,1140.8830709389324,8794.444295573028,0,1455
"Sachdev, Rastogi and Seth Innovations",Automobiles,Sikkim,$50M to $100M,Active,2019,Seed,Automotive,2,"Pushti Kari, Benjamin Chahal",251-500,7,Seed,$50M to $100M,High,Low,297710,1293.8250108362938,9059.836039969076,10,993
Khare and Sons Innovations,Tourism and Hospitality,Telangana,$10M to $50M,Active,2017,Series B,Hospitality,3,"Thomas Singhal, Bhavini Saraf, Ojasvi Lad",501-1000,4,M&A,$1M to $5M,Medium,Medium,1082899,192.64748742430044,1370.747609089781,3,1206
Sehgal Inc Labs,Science and Technology,Bihar,$1M to $10M,Active,2018,Seed,Technology,3,"Waida Bhandari, Imaran Salvi, Michael Sidhu",101-250,5,Seed,$1M to $5M,Growing,Low,916012,867.2316469838561,6450.621849052521,0,1354
Borra-Narasimhan Solutions,Insurance,Uttarakhand,Less than $1M,Active,2018,Series C,Financial Services,5,"Maanav Char, Jai Wagle, Chakrika Varma, Veer Dewan, Kashish Din",51-100,7,M&A,$100M to $500M,Growing,Low,1851226,1646.5444893170343,5046.016145273804,3,1886
Sha-Pal Solutions,Media and Entertainment,Punjab,$50M to $100M,Active,2017,IPO,Media,3,"Champak Hayre, Alexander Varkey, Jagvi Dey",101-250,1,Growing,$10M to $50M,High,Medium,1169773,1075.9717256728677,9343.579312020922,1,2104
Sathe-Bawa Solutions,Electronics System Design & Manufacturing,Karnataka,$10B+,Active,2018,Series A,Electronics,3,"Abhiram Tank, Aradhana Kadakia, Teerth Parekh",101-250,5,Growing,$0 to $1M,Growing,Low,901002,375.737376552607,4742.451572634543,1,154
Bhatti Inc Innovations,Financial Services,Goa,$10M to $50M,Active,2018,IPO,Financial Services,5,"Krishna Basu, Yadavi Gera, Chanakya Brahmbhatt, Pahal Padmanabhan, Tripti Hari",51-100,4,Early Stage Venture,$50M to $100M,Growing,High,1240521,293.4451803232404,3804.1591660021445,3,1589
Sant-Halder Solutions,Automobiles,Uttarakhand,$10B+,Active,2023,IPO,Automotive,1,Max Butala,1-10,6,Early Stage Venture,$0 to $1M,Medium,Medium,520159,66.49198325812424,5449.961427149418,0,302
"Jhaveri, Yadav and Kaul Labs",Oil and Gas,Goa,$1B to $10B,Active,2017,Series C,Energy,2,"Chaitaly Kanda, Lopa Guha",51-100,6,Early Stage Venture,$10M to $50M,High,High,1508291,548.4597981364059,5830.900053190861,7,1887
"Bandi, Gole and Viswanathan Solutions",Auto Components,Gujarat,$1B to $10B,Active,2024,Series B,Automotive,2,"Viraj Chad, Manan Barman",251-500,6,Early Stage Venture,$1M to $5M,Medium,Low,1291074,261.21905013081806,850.719914672207,10,1837
Lall-Acharya Solutions,Aviation,Himachal Pradesh,$50M to $100M,Active,2023,Seed,Transportation,1,Fiyaz Bhalla,1001-5000,1,Seed,$100M to $500M,High,Medium,1491505,609.9792046605838,-1.544746585385269,9,209
"Tak, Peri and Lad Solutions",Financial Services,Jammu and Kashmir,$1B to $10B,Active,2017,Series B,Financial Services,2,"Anirudh Kurian, Ubika Kapur",251-500,1,Growing,$1M to $5M,Medium,Medium,1383332,551.5315247225609,781.3340933764563,4,1968
"Bhatia, Sha and Gulati Labs",Tourism and Hospitality,Nagaland,$10B+,Active,2018,Series C,Hospitality,3,"Varenya Reddy, Daksha Gole, Nidra Buch",11-50,5,Early Stage Venture,$50M to $100M,Medium,Low,889206,1171.965287519969,5508.832056705997,9,1355
Uppal Group Pvt Ltd,Agriculture and Allied Industries,Andhra Pradesh,$1B to $10B,Active,2021,Series A,Agriculture,1,Bimala Sehgal,501-1000,6,Seed,$50M to $100M,High,High,369218,1989.4462038199886,743.3591458265176,9,344
Tata LLC Technologies,FMCG,Gujarat,$1M to $10M,Active,2022,IPO,Consumer Goods,3,"Nirja Iyer, Ati Kala, Frado Kumer",1-10,5,Seed,$100M to $500M,Medium,High,993585,730.1166314440808,6596.951774887416,8,590
Loyal-Reddy Innovations,Infrastructure,Telangana,$10B+,Active,2022,Series A,Infrastructure,1,Odika Kibe,51-100,7,M&A,$0 to $1M,Medium,High,871911,305.6027242520455,4455.707814816355,2,2028
"Mukhopadhyay, Verma and Tella Technologies",Cement,Jharkhand,$10B+,Active,2023,Seed,Construction,2,"Maanas Devan, Nitesh Choudhry",1001-5000,3,Growing,$1M to $5M,Medium,High,1230625,735.446105171037,471.4278170029602,1,375
Mohanty-Saraf Labs,Telecommunications,Rajasthan,$100M to $500M,Active,2018,Series C,Telecommunications,4,"Elijah Ramanathan, Udyati Gade, Aryan Kala, Yash Tiwari",51-100,7,Seed,$50M to $100M,High,Low,393767,996.1751450590382,7255.331815793956,10,1921
Kakar-Patla Innovations,Railways,Rajasthan,$1B to $10B,Active,2017,IPO,Transportation,4,"Imaran Chokshi, Laban Ahluwalia, Aahana Vasa, Ijaya Ganesh",51-100,3,Seed,$1M to $5M,Medium,Medium,1503273,-71.72872860936042,4370.060928867692,4,449
Lanka-Muni Solutions,Infrastructure,Manipur,$1B to $10B,Active,2024,Series A,Infrastructure,2,"Chakrika Deo, Daniel Patla",1001-5000,3,Early Stage Venture,$1M to $5M,High,Low,1235521,1010.8018197015203,25.338766065792868,5,1885
"Hayer, Agarwal and Gola Labs",Tourism and Hospitality,Bihar,$1M to $10M,Active,2024,Seed,Hospitality,2,"Amruta Hari, Lavanya Goel",101-250,5,M&A,$1M to $5M,Medium,High,1440035,1650.8579210691282,1937.653806656007,1,2285
"Narayanan, Subramaniam and Thakkar Pvt Ltd",Infrastructure,Haryana,$10B+,Active,2017,Series C,Infrastructure,1,Bimala Jaggi,1-10,2,Early Stage Venture,$50M to $100M,Growing,Low,516769,1829.895889445711,7556.4183589029835,0,1379
Choudhry and Sons Labs,Engineering and Capital Goods,Tripura,$10B+,Active,2018,Series B,Engineering,1,Lakshmi Trivedi,251-500,5,Growing,$100M to $500M,Medium,Low,350906,709.8385486429574,5385.6344515212195,7,619
Nair PLC Solutions,Telecommunications,Andhra Pradesh,$1M to $10M,Active,2020,Series B,Telecommunications,4,"William Rama, Ojas Manne, Bhanumati Sant, Yahvi Narula",1-10,2,M&A,$1M to $5M,Medium,Medium,1195717,842.0869975406907,7137.548774156017,6,100
Prashad-Barad Pvt Ltd,Automobiles,Haryana,Less than $1M,Active,2022,Series B,Automotive,5,"Janaki Merchant, Adya Jha, Aarav Ranganathan, Faras Patla, Niharika Sodhi",251-500,7,M&A,$0 to $1M,Medium,High,860017,1678.396619074575,3069.967656955338,4,1658
Baria-Dhingra Solutions,E-Commerce,Sikkim,$50M to $100M,Active,2018,Series B,Commerce,1,Abhimanyu Buch,1001-5000,5,M&A,$10M to $50M,Growing,High,632590,104.05885361160199,6537.170907051814,0,1500
Dua Inc Solutions,Paper & Packaging,Maharashtra,$100M to $500M,Active,2020,Seed,Packaging,4,"Manbir Mishra, Parth Rai, Wakeeta Sankaran, Mitesh Varkey",501-1000,7,Early Stage Venture,$1M to $5M,High,Low,678401,1602.1789519190581,7522.334812441162,1,389
Guha PLC Solutions,Textiles,Rajasthan,$100M to $500M,Active,2018,Series A,Textiles,4,"Riya Chakrabarti, Bhanumati Rastogi, Henry Dua, William Tak",251-500,0,Growing,$1M to $5M,High,Medium,398283,947.6839917758136,381.79107030593076,1,659
"Mane, Doshi and Mangat Innovations",Banking,Assam,Less than $1M,Active,2021,Series A,Financial Services,4,"Devansh Tandon, Yamini Grover, Dipta Kuruvilla, Zaid Nigam",1001-5000,1,Early Stage Venture,$50M to $100M,Medium,Medium,151137,115.5524575819816,7158.142763258486,2,1255
Ravi Group Solutions,Pharmaceuticals,Arunachal Pradesh,$100M to $500M,Active,2018,Seed,Pharmaceuticals,1,Sanya Karan,101-250,5,Seed,$0 to $1M,Growing,High,879381,8.521714723676993,7798.18439147388,4,923
"Sawhney, Bains and Mandal Pvt Ltd",Gems and Jewellery,Uttar Pradesh,$1M to $10M,Active,2023,Series A,Luxury Goods,1,Umang Majumdar,1-10,7,Seed,$100M to $500M,Growing,Low,1740534,750.8256601889805,7398.688883143568,10,1802
"Barad, Kibe and Krishnan Solutions",Tourism and Hospitality,Nagaland,$50M to $100M,Active,2023,Series C,Hospitality,4,"Shaurya Dar, Omkaar Kalla, Jairaj Manda, Vedika Wagle",51-100,5,Growing,$5M to $10M,Growing,High,327539,619.0723663262345,4247.2638821111705,0,1003
"Khatri, Rout and Bahl Innovations",Paper & Packaging,Nagaland,$1M to $10M,Active,2021,Series B,Packaging,4,"Janani Chhabra, Vedhika Ahuja, Wridesh Tripathi, Darpan Pradhan",501-1000,1,Growing,$0 to $1M,Medium,High,27088,1597.7637072716211,725.4103415161051,5,694
Mangal-Sule Pvt Ltd,Telecommunications,Andhra Pradesh,Less than $1M,Active,2024,Series A,Telecommunications,1,Dakshesh Anne,1001-5000,7,Early Stage Venture,$1M to $5M,Medium,High,1405481,291.2534646906348,3830.609620771323,10,1806
Anand Group Solutions,Metals and Mining,Tamil Nadu,$1B to $10B,Active,2019,Series C,Mining,2,"Ekavir Gandhi, Omkaar Borra",11-50,2,M&A,$50M to $100M,Growing,Low,880194,1363.417767777388,5692.885959908195,4,1748
Wadhwa-Yohannan Solutions,IT & BPM,Goa,$10M to $50M,Active,2023,Series A,Information Technology,1,Bachittar Palla,251-500,5,M&A,$1M to $5M,Medium,Medium,1240123,889.2155581379795,2476.6182980560793,0,2121
"Setty, Srinivasan and Prasad Innovations",Paper & Packaging,Meghalaya,$1B to $10B,Active,2024,Seed,Packaging,3,"Ishaan Parekh, Quincy Warrior, Eesha Rege",51-100,5,M&A,$1M to $5M,High,Low,364598,754.3294058648646,8008.779560221911,10,712
Singh Inc Innovations,Banking,Karnataka,$10M to $50M,Active,2024,Series C,Financial Services,1,Mitali Prakash,251-500,4,M&A,$0 to $1M,High,Low,1717444,1735.974552731775,5455.4593516974965,7,239
"Acharya, Jhaveri and Yadav Innovations",Science and Technology,Sikkim,$10M to $50M,Active,2020,IPO,Technology,2,"Omaja Panchal, Chavvi Barad",11-50,2,M&A,$0 to $1M,High,Medium,1278041,1499.4904391927926,4966.518545968412,8,276
Raval-Aurora Solutions,Railways,Andhra Pradesh,Less than $1M,Active,2021,Series C,Transportation,4,"Mugdha Sen, Oliver Tata, Vrishti Shenoy, Sai Sami",1-10,2,Early Stage Venture,$100M to $500M,Medium,High,1893765,313.66670814981336,6889.841523500649,1,2026
Agate-Raman Pvt Ltd,E-Commerce,Mizoram,$1M to $10M,Active,2017,Series C,Commerce,1,Anmol Kade,101-250,5,Growing,$1M to $5M,Growing,Low,1180526,838.3384689162314,6695.21939105707,10,448
Radhakrishnan Inc Labs,Telecommunications,Assam,$10B+,Active,2018,Series B,Telecommunications,5,"Zayyan Deshpande, Dayita Kalita, Faraj Lall, Mekhala Barad, Gayathri Korpal",1-10,3,M&A,$5M to $10M,Medium,Medium,93690,1019.4993941696707,4821.313955083269,10,958
Chhabra-Varughese Labs,Electronics System Design & Manufacturing,Haryana,$1M to $10M,Active,2023,IPO,Electronics,4,"Samesh Menon, Rachita Devi, Zehaan Tak, Jairaj Char",11-50,4,Seed,$50M to $100M,Medium,Medium,1890595,1357.1291426782848,8872.58139212874,8,1860
Thakur LLC Innovations,Aviation,Kerala,$10M to $50M,Active,2018,Series C,Transportation,2,"Arin Tank, Ucchal Wagle",501-1000,3,Early Stage Venture,$5M to $10M,High,Low,1999094,1806.3067052940871,104.06492884796833,10,957
